,Author last name,Author first name,birth_year,cave_canem_indicator,region,City of birth,State,Country,Childhood note,Community college or university,Graduate,Iowa,public_private_indicator,Ivy,HBCU,Poem Title,f0Mean,f0Range2sd,f0Entropy,f0MeanAbsVelocity,f0MeanAbsAccel,PauseCount,PauseRate,PauseDutyCycle,MeanPauseDuration,ComplexityAllPauses,ComplexitySyllables,ComplexityPhrases,IntensitySegmentMeanSD,IntensityMeanAbsVelocity,IntensityMeanAbsAccel,Dynamism,undergrad_study_indicator,graduate_study_indicator,poet_full_name
61,Kocher ,Ruth Ellen ,1965.0,1,Northeast,Wilkes-Barre,Pennsylvania,USA,,Pennsylvania State University ,Arizona State University (MFA); Arizona State University (PhD) ,0,0,0,0,the gigans- v_Wobj.mat,157.1578501,1.458346863,3.083870959,0.513112341,0.633685009,48,0.639701473,0.36616245799999997,0.572395833,4.899337273,12.81082806,2.865650103,3.975675344,-270.2047447,336.2553181,2.355367053,1,1,Kocher  Ruth Ellen 
62,Trethewey ,Natasha,1966.0,1,South,Gulfport,Mississippi,USA,,University of Georgia ,Hollins University (MA in English and Creative Writing);  University of Massachusetts Amherst (MFA),0,1,0,0,Incident_Wobj.mat,193.0951448,0.9331809999999999,3.350587838,1.012695219,0.9758244340000001,77,0.966304825,0.37667064100000003,0.389805195,7.1824256779999995,13.21511234,3.766393953,3.566327592,141.94148619999999,127.5505043,3.0572221010000002,1,1,Trethewey  Natasha
63,Trethewey ,Natasha,1966.0,1,South,Gulfport,Mississippi,USA,,University of Georgia ,Hollins University (MA in English and Creative Writing);  University of Massachusetts Amherst (MFA),0,1,0,0,Miscegenation by Natasha Trethewey_Wobj.mat,198.65737869999998,0.895709491,3.465037998,1.144324823,0.9945436959999999,90,1.012316518,0.35633541399999996,0.35200000000000004,7.383793094,14.92913816,3.2552206110000004,3.119420952,147.78150119999998,133.93993740000002,3.192553923,1,1,Trethewey  Natasha
64,Joseph ,Allison,1967.0,0,Northeast,London,,England,"grew up in Toronto, Canada and the Bronx, NY",Kenyon College ,Indiana University (MFA),0,1,0,0,Allison Joseph - Barbie_s Little Sister _Wobj.mat,175.71585369999997,0.958352738,3.38781765,1.094424093,1.4070741009999999,189,1.37434555,0.380199244,0.276640212,9.704710188,15.99083772,3.270648185,3.8646593639999995,147.4934289,119.8680619,3.166483535,1,1,Joseph  Allison
65,Martin ,Dawn Lundy,1968.0,1,Other,,,,,University of Connecticut,San Francisco State University (MA); University of Massachusetts Amherst (PhD),0,0,0,0,If your book was a house what does the foer look like__Wobj.mat,157.0295126,1.229322716,3.247363202,0.9078385309999999,1.267827662,266,0.8614547570000001,0.26708336,0.31003759399999997,6.571158473,12.92444799,2.087309162,5.179215612,205.4090211,194.295495,2.6414718999999995,1,1,Martin  Dawn Lundy
66,Martin ,Dawn Lundy,1968.0,1,Other,,,,,University of Connecticut,San Francisco State University (MA); University of Massachusetts Amherst (PhD),0,0,0,0,Modern Frame_Wobj.mat,161.0997633,1.791670034,3.6340522060000002,1.037792518,1.0197519309999998,295,0.884584245,0.30524153600000004,0.345067797,6.6072637,12.73469167,1.970165903,4.826216425,198.88105380000002,214.98545840000003,2.849988297,1,1,Martin  Dawn Lundy
67,Rivera,R. Flowers,1968.0,0,Other,,,,,,,0,0,0,0,Bootstraps_Wobj.mat,186.4339008,0.749950074,3.216501806,0.7193359159999999,0.895744902,95,0.58301881,0.165822824,0.28442105300000003,4.830238975,12.76370466,2.438120625,3.1275713769999998,-255.70493790000003,347.5647522,2.511523767,0,0,Rivera R. Flowers
68,Redmond,Treasure,1971.0,1,South,Meridian ,Mississippi,USA,,Jackson State University ,,0,0,0,1,Preachers_Wobj.mat,250.4768415,1.500048073,4.054366674,0.893844561,0.8105262870000001,40,0.7716793670000001,0.271341757,0.351625,6.047192806,11.66841775,2.830600888,3.6906043530000003,199.629656,242.2002588,2.946244454,1,0,Redmond Treasure
69,Redmond,Treasure,1971.0,1,South,Meridian ,Mississippi,USA,,Jackson State University ,,0,0,0,1,october 16 1917 montgomery county MS_Wobj.mat,239.105796,2.249995835,4.080237643999999,0.696771571,0.74580884,84,0.6861623920000001,0.238400588,0.347440476,5.359056368,12.15811928,2.739073255,4.284846622,210.9032745,269.47058450000003,2.776978062,1,0,Redmond Treasure
70,moore,jessica Care,1971.0,0,Midwest,Detroit ,Michigan,USA,,,,0,0,0,0,Black Statue of Liberty_Wobj.mat,328.08498480000003,0.937329648,3.341793137,1.610833039,1.3434983090000001,112,1.154282181,0.190662682,0.165178571,8.51413192,16.71757017,1.247760712,2.054525925,205.66250319999997,225.8164721,3.318512544,0,0,moore jessica Care
71,Smith,Tracy K.,1972.0,1,West,Falmouth,Massachusetts ,USA,"raised in Fairfield, California ",Harvard University ,Columbia University (MFA),0,1,1,0,One Man at a Time_Wobj.mat,151.7816801,0.875071148,3.37383795,0.7048228809999999,0.933293151,117,0.674798858,0.297286386,0.440555556,5.392856857999999,8.147107005,2.783409991,3.4338214999999996,215.47949390000002,216.95252369999997,2.427539915,1,1,Smith Tracy K.
72,Smith ,Tracy K.,1972.0,1,West,Falmouth,Massachusetts ,USA,"raised in Fairfield, California ",Harvard University ,Columbia University (MFA),0,1,1,0,I will tell you the truth about this I will tell you all about it_Wobj.mat,154.8236459,0.8957263320000001,3.393288664,1.0869718320000001,1.375937811,163,1.174351585,0.361923631,0.308190184,8.560513953,15.67095978,2.7117156000000002,2.8196198760000004,156.05485,146.372919,3.0567255089999996,1,1,Smith  Tracy K.
73,harris,francine j.,1972.0,1,Midwest,Detroit ,Michigan,USA,,Arizona State University ,University of Michigan (MFA),0,0,0,0,suicide note 10 wet condoms_Wobj.mat,160.5281957,0.666624153,3.169719953,0.813811345,0.8581970720000001,99,0.821133828,0.339609339,0.413585859,6.157723741,13.59758958,3.4410809139999996,3.879947951,189.6712018,178.9676629,2.781499193,1,1,harris francine j.
74,Chin,Staceyann,1972.0,0,Other,,,,,,,0,0,0,0,Feminist or a Womanist_Wobj.mat,278.1320008,1.062636248,3.7153476339999996,0.8586315409999999,0.972744077,259,1.221122112,0.32609618100000004,0.267046332,8.91453004,12.26771407,4.855882217,4.525670466,287.1371079,365.5645953,3.169930195,0,0,Chin Staceyann
75,Chin,Staceyann,1972.0,0,Other,,,,,,,0,0,0,0,If Only Out Of Vanity_Wobj.mat,250.5915686,1.333341326,3.945582007,1.8829752359999998,2.211009941,216,1.1410760979999999,0.22898122,0.20067129600000003,8.516053882000001,17.10527571,2.169183536,3.51384452,245.3520537,251.88731940000002,3.916081422,0,0,Chin Staceyann
76,Dungy ,Camille T.,1972.0,1,Other,Denver,Colorado,USA,moved often in childhood,,"University of North Carolina, Greensboro (MFA)",0,0,0,0,Characteristics of Life_Wobj.mat,192.6337885,1.041593709,3.780959373,1.1625746609999998,1.1952730759999999,206,0.6911128259999999,0.324739155,0.46987864100000004,5.4283839689999995,13.35652003,2.474704456,5.79010277,156.3965692,147.2298034,3.1153828939999997,0,1,Dungy  Camille T.
77,Dungy ,Camille T.,1972.0,1,Other,Denver,Colorado,USA,moved often in childhood,,"University of North Carolina, Greensboro (MFA)",0,0,0,0,Frequently Asked Questions No 5_Wobj.mat,189.48521000000002,0.999946447,3.781960911,1.14319013,1.1171602390000002,254,0.6613377770000001,0.326372797,0.493503937,5.176241108999999,13.60452935,2.535301768,5.743813221,162.0393795,151.2231739,3.117359165,0,1,Dungy  Camille T.
78,harris,francine j.,1972.0,1,Midwest,Detroit ,Michigan,USA,,Arizona State University ,University of Michigan (MFA),0,0,0,0,Red is the Mess_Wobj.mat,172.3907217,2.083326238,3.226948309,1.128968231,1.033223131,137,0.845705114,0.168091608,0.19875912399999998,6.335702927000001,14.40452424,1.156150169,10.24416211,224.2716051,234.42535319999996,2.7399358730000003,1,1,harris francine j.
79,Jarrett ,TJ,1973.0,0,South,Nashville,Tennessee ,USA,,Wellesley College,Bennington College (MFA),0,1,0,0,After I Came to Bed Unable to Understand Why Mike Brady is Beating Kunta Kinte.._Wobj.mat,157.95404399999998,0.958347775,3.53928783,1.102763127,1.085308602,51,0.536305799,0.343971818,0.641372549,4.334822914,9.648156774,2.391626435,3.742378087,188.60064309999998,172.24143569999998,2.833717245,1,1,Jarrett  TJ
80,Jarrett ,TJ,1973.0,0,South,Nashville,Tennessee ,USA,,Wellesley College,Bennington College (MFA),0,1,0,0,Thanksgiving_Wobj.mat,162.1561818,1.166682577,3.673056696,1.3489260680000001,1.771209575,93,0.668391548,0.33139284199999997,0.495806452,5.305365427,14.280320000000001,1.9099315540000001,4.4484420060000005,214.9368876,228.10604500000002,3.1952450939999997,1,1,Jarrett  TJ
81,Moon,Kamilah Aisha,1973.0,1,South,Nashville ,Tennessee ,USA,,Paine College,Sarah Lawrence College (MFA),0,1,0,1,Borderless Country by Kamilah Aisha Moon_Wobj.mat,190.00392649999998,0.937667134,3.6249751189999997,1.212762994,1.1227652890000002,67,0.615752229,0.267346751,0.434179104,5.032067392,15.98387538,2.9133021739999996,3.2475968930000003,119.3222368,108.97594550000001,3.286674306,1,1,Moon Kamilah Aisha
82,Moon,Kamilah Aisha,1973.0,1,South,Nashville ,Tennessee ,USA,,Paine College,Sarah Lawrence College (MFA),0,1,0,1,Father_s Voice by Kamilah Aisha Moon_Wobj.mat,182.9947889,0.8333759209999999,3.510718105,1.053865034,1.036852255,57,0.745390349,0.305740813,0.410175439,5.998371913,14.02428105,2.7265326880000003,2.7275157439999997,113.75512169999999,101.777226,3.001679227,1,1,Moon Kamilah Aisha
83,Harvey,Yona,1974.0,1,Other,,,,,,,0,0,0,0,Sound - Part 4 Notes on Polyphony_Wobj.mat,109.79927749999999,1.958347775,2.509382448,0.42683009200000005,0.526020255,139,0.924693986,0.184040713,0.199028777,6.828072617999999,14.44566102,0.841139381,13.71803003,403.3621369,678.7547442000001,1.831020479,0,0,Harvey Yona
84,Betts,Tara,1974.0,1,Midwest,Kankakee,Illinois ,USA,,"Loyola University, Chicago.",New England College (MFA 2007); Binghamton University (PhD English/Creative Writing 2014),0,1,0,0,Erasure_Wobj.mat,195.7405987,0.833287993,3.398402305,1.081711053,1.197098536,90,0.843921422,0.293544001,0.34783333299999997,6.607118807999999,15.21032423,2.6293636069999997,4.257047862,-224.34279480000004,219.7121285,3.022357146,1,1,Betts Tara
85,Betts ,Tara,1974.0,1,Midwest,Kankakee,Illinois ,USA,,"Loyola University, Chicago.",New England College (MFA 2007); Binghamton University (PhD English/Creative Writing 2014),0,1,0,0,Switch_Wobj.mat,247.80021519999997,1.25000459,4.056377969,1.944898426,1.656501121,74,0.9966329970000001,0.354814815,0.356013514,7.558548711,14.15861284,3.4526703989999996,4.2652348369999995,176.0479676,189.51230890000002,4.106613984,1,1,Betts  Tara
86,Christina,Dominique,1974.0,0,West,,Pennsylvania,USA,"raised in Denver, CO",University of the Pacific,University of Arkansas at Monticello (Med),0,1,0,0,Karma_Wobj.mat,339.7099015,1.103989994,3.0344642489999996,1.365041357,1.507973816,380,1.64139778,0.351496696,0.214144737,10.94554025,16.1463511,3.0794792139999996,6.643098308,221.030306,238.662342,3.2824875239999995,1,1,Christina Dominique
87,Browne,Mahogany L.,1976.0,1,Other,,,,,,,0,0,0,0,Black Girl Magic_Wobj.mat,232.5673518,1.083345175,3.71929659,2.092845637,2.282638476,166,1.206658428,0.341571564,0.283072289,8.736735255,14.311550800000001,2.30478292,6.807496689,218.4318503,197.05203269999998,3.9568328839999998,0,0,Browne Mahogany L.
88,Browne,Mahogany L.,1976.0,1,Other,,,,,Pratt Institute MFA Writing and Activism Program,,0,1,0,0,Redbone Shames the Devil_Wobj.mat,228.6360543,1.041642859,3.603568255,1.7128396959999999,1.9099965380000001,125,0.6479201760000001,0.326888687,0.50452,4.975145193,14.83819578,2.329631479,5.137403343,198.5093456,202.9065994,3.59819368,1,0,Browne Mahogany L.
89,Girmay ,Aracelis,1977.0,1,Other,,,,,,,0,0,0,0,Ceremony for Remembering the Doorless World_Wobj.mat,183.954137,0.333380675,1.8344599959999999,0.5381473370000001,0.603136741,122,0.7500768520000001,0.43882569899999996,0.5850409839999999,5.944019717000001,13.42396536,3.409747745,2.639620008,175.2624482,229.2857756,2.116451493,0,0,Girmay  Aracelis
90,Griffiths,Rachel Eliza,1978.0,1,Northeast,Washington D.C.,,USA,,,University of Delaware (MA in Lit.); Sarah Lawrence College (MFA),0,0,0,0,Verguenza_Wobj.mat,225.8067471,1.2083091540000002,3.138699051,0.596121629,0.774726004,364,1.148808585,0.319914786,0.278475275,8.407335759,12.96264084,2.99542801,3.951515661,224.788807,275.5918186,2.475060541,0,1,Griffiths Rachel Eliza
91,Dawson,Erica,1979.0,0,Other,,,,,John Hopkins University,"Ohio State University (MFA), University of Cincinnati (PhD)",0,1,0,0,Berry the sweeter_Wobj.mat,174.62695459999998,1.3959947480000001,2.9634777960000003,0.8983417359999999,0.958089764,53,0.548853104,0.35877388299999996,0.653679245,4.349198521,14.63473021,2.8011787089999998,5.36444752,-198.897523,197.61135190000002,2.7304717010000004,1,1,Dawson Erica
92,Dawson,Erica,1979.0,0,Other,,,,,John Hopkins University,"Ohio State University (MFA), University of Cincinnati (PhD)",0,1,0,0,Layover_Wobj.mat,199.3323635,0.7916614559999999,3.374079314,0.69193198,0.755848231,99,0.553768704,0.28272968800000003,0.510555556,4.399522777,11.17187952,2.45358001,3.464520307,225.4365228,261.10187340000004,2.47593839,1,1,Dawson Erica
93,Spriggs,Bianca Lynne,1981.0,1,Midwest,Milwaukee,Wisconsin,USA,,,,0,0,0,0,What Women Are Made of_Wobj.mat,202.8529027,1.12504215,3.773158167,0.9879838759999999,1.394005544,94,0.659001683,0.267666854,0.40617021299999995,5.291508426,11.69914491,3.2682846160000003,5.346405701,281.8306052,339.7811773,3.0215862939999996,0,0,Spriggs Bianca Lynne
94,Holiday,Harmony,1982.0,0,Midwest,Waterloo,Iowa,USA,,"University of California, Berkeley",Columbia University (MFA),0,1,1,0,Microwave Popcorn by Harmony Holiday_Wobj.mat,163.0854727,0.250030301,1.846186649,0.496976725,0.582139874,69,1.130962137,0.44968038,0.39760869600000004,8.231960747999999,12.19009553,3.782252236,3.366171675,223.98327149999997,257.06019380000004,2.097102041,1,1,Holiday Harmony
95,Clark,Tiana,1984.0,0,Other,,,USA,Tennesse State University,Vanderbilt (MFA),,0,1,0,0,Magic by Tiana Clark_Wobj.mat,202.2154,0.45831997,2.610118763,0.983757442,0.9160594590000001,77,0.811465908,0.289598482,0.356883117,6.514853907999999,14.70366981,2.3962681040000002,2.403513678,-155.4664928,136.701082,2.638247832,1,0,Clark Tiana
96,Clark,Tiana,1984.0,0,Other,,,USA,Tennesse State University,Vanderbilt (MFA),,0,1,0,0,The Ayes Have It_Wobj.mat,200.85446169999997,1.2710341040000002,2.90242622,1.03430525,0.958098315,175,0.8253549029999999,0.283332547,0.34328571399999996,6.379783067999999,15.46363798,2.4286674180000003,2.77318805,168.8809084,160.5027369,2.80646079,1,0,Clark Tiana
97,Ewing,Eve L.,1986.0,0,Other,,,USA,,University of Chicago,Harvard University (PhD),0,1,1,0,April 5 1968_Wobj.mat,220.5520752,1.020983686,3.784909312,1.750187058,2.1971876669999997,137,0.9573055690000001,0.263119279,0.274854015,7.0344291960000005,14.22410438,1.39654109,4.4715940860000005,192.1128221,175.2002504,3.5092151410000003,1,1,Ewing Eve L.
98,Ewing,Eve L.,1986.0,0,Other,,,USA,,University of Chicago,Harvard University (PhD),0,1,1,0,Arrival Day_Wobj.mat,243.06859100000003,1.2083863559999999,4.011655362,0.925137067,1.1442951140000002,216,0.8446408320000001,0.284694795,0.337060185,6.575376522999999,13.16844913,3.3641461280000002,6.425602088,-259.1101704,308.49471489999996,3.1071999480000003,1,1,Ewing Eve L.
99,Monet,Aja,1987.0,0,NYC,Brooklyn ,New York,USA,,,School of the Art Institute of Chicago (MFA),0,1,0,0,Is That All You Got_Wobj.mat,256.2006386,1.0,3.530949239,0.89743689,1.046077202,192,0.7990345,0.153002622,0.191484375,6.116286424,13.83464023,3.5273821180000002,4.034050315,-266.03346580000004,332.5371585,2.989781481,0,1,Monet Aja
100,Parker,Morgan,1987.0,1,Other,,,,,Columbia University (Anthropology and Creative Writing),New York University (MFA),0,1,1,0,All They Want is My Money My Pussy My Blood_Wobj.mat,197.26934599999998,1.166683925,3.86992523,1.6979600259999998,1.990988079,135,0.883189951,0.44395014899999996,0.5026666670000001,6.676990364,14.70751744,2.729280733,4.909723627,215.15548900000002,172.5571353,3.72567828,1,1,Parker Morgan
101,Parker,Morgan,1987.0,1,Other,,,,,Columbia University (Anthropology and Creative Writing),New York University (MFA),0,1,1,0,The History of Black People_Wobj.mat,186.4264743,0.708396846,2.9864934819999998,0.7685179059999999,0.8195633809999999,98,0.7085276359999999,0.311643712,0.439846939,5.760620274,11.16417631,2.240241218,3.406223626,234.6842719,230.57880950000003,2.3941341919999997,1,1,Parker Morgan
102,Harris,Alysia Nicole,1988.0,1,Northeast,Fremont,California,USA,"grew up in Alexandria, Virginia","University of Pennsylvania (BA, Linguistics) ","Yale University (MA, Linguistics); New York University (MFA)",0,1,1,0,Controlled Burn_Wobj.mat,282.4065467,1.0416535470000001,3.69141968,1.48343423,1.932682789,251,1.4267849019999999,0.37488631200000005,0.262749004,9.915354379,15.74512754,2.232027826,5.17452045,198.2278865,183.9860067,3.4327414960000002,1,1,Harris Alysia Nicole
103,Harris,Alysia Nicole,1988.0,1,Northeast,Fremont,California,USA,"grew up in Alexandria, Virginia","University of Pennsylvania (BA, Linguistics) ","Yale University (MA, Linguistics); New York University (MFA)",0,1,1,0,Joy_Wobj.mat,293.603198,1.041664597,3.81451796,1.502132796,1.702765198,371,1.3675150669999998,0.42881365299999996,0.313571429,9.768156434,15.50705599,2.985519622,5.1698547999999995,210.4216812,194.80770669999998,3.602420874,1,1,Harris Alysia Nicole
104,Shire,Warsan,1988.0,0,Other,,,Kenya,"When she was one years old, she migrated with her family to the UK.",,,0,0,0,0,For Women Who Are Difficult to Love_Wobj.mat,177.23019319999997,1.916667717,2.28260985,0.805802549,0.8343673079999999,78,0.623301902,0.343575196,0.551217949,5.02046794,13.45385571,3.035631778,3.112739593,166.5482314,200.3171119,2.435337321,0,0,Shire Warsan
105,Woods,Jamila,1989.0,0,Other,,,,,,,0,0,0,0,Pigeon Man_Wobj.mat,232.1889855,0.979279632,3.6297441889999997,1.5763573180000001,1.6503367480000002,152,0.65902144,0.170846973,0.25924342100000003,5.138722965,11.88220503,1.712907655,3.247215553,-197.9217012,194.2861882,3.2669902060000005,0,0,Woods Jamila
106,Woods,Jamila,1989.0,0,Other,,,,,,,0,0,0,0,Thirst Behavior_Wobj.mat,251.8933924,0.916643384,3.552754297,1.425761784,1.6621025059999999,133,0.871902452,0.24564048800000002,0.28172932300000003,6.494129559,12.43203907,2.050777756,2.8555512910000003,124.45745579999999,114.9124406,3.182706908,0,0,Woods Jamila
107,Elhillo,Safia,1990.0,1,Northeast,Rockville ,Maryland,USA,,Gallatin School at New York University,The New School,0,1,0,0,Self Portrait With A Yellow Dress_Wobj.mat,241.1106591,0.6876043270000001,3.045294895,1.244961037,1.504513276,61,0.49710699999999997,0.265504034,0.534098361,4.159278324,11.34548068,2.852076565,5.748076778,226.3136234,222.1205076,2.956142165,1,1,Elhillo Safia
108,Elhillo,Safia,1990.0,1,Northeast,Rockville ,Maryland,USA,,Gallatin School at New York University,The New School,0,1,0,0,To Make Use of Water_Wobj.mat,216.32062090000002,0.666624721,2.988472049,1.497490786,1.382057396,71,0.6763837290000001,0.285081452,0.421478873,5.128991963,13.56973483,2.3935295830000003,4.885711705,237.66964199999998,205.0431173,3.1788157139999997,1,1,Elhillo Safia
109,Ingram,Tonya ,1991.0,0,Other,,,,,,,0,0,0,0,Thirteen_Wobj.mat,307.1679809,1.500048073,3.615496045,2.026668434,1.9008847569999998,256,1.466754519,0.32881657,0.22417968800000002,10.37557242,15.542649800000001,2.8965139669999997,5.866237086,202.130391,195.00931359999998,4.009622558999999,0,0,Ingram Tonya 
110,Ingram,Tonya ,1991.0,0,Other,,,,,,,0,0,0,0,Unsolicited Advice_Wobj.mat,341.208945,0.999964257,2.815208379,0.539636417,0.56178374,196,0.948991696,0.259665432,0.273622449,6.941713425,7.387932622999999,3.1553242839999998,5.837672266,299.9179689,420.92839389999995,2.141303718,0,0,Ingram Tonya 
111,Mans,Jasmine Nicole  ,1991.0,0,Northeast,Newark,New Jersey ,USA,,University of Wisconsin ,,0,0,0,0,Footnotes for Kanye_Wobj.mat,238.8227191,1.37504674,4.104633289,1.491105329,1.381450986,274,0.970994206,0.278700144,0.287025547,7.103781721,14.17346086,2.377249789,9.166488766,241.5302713,259.8962936,3.528245568,1,0,Mans Jasmine Nicole  
112,Mans,Jasmine Nicole  ,1991.0,0,Northeast,Newark,New Jersey ,USA,,University of Wisconsin ,,0,0,0,0,You Gone Get This Work_Wobj.mat,233.09254019999997,1.229007395,4.041345628,1.673267316,1.745230255,212,0.92459331,0.30206289,0.326698113,6.955871168,14.50564241,1.7220846090000002,7.12874485,189.15941980000002,169.8128075,3.580282941,1,0,Mans Jasmine Nicole  
113,Howard,Zora,1993.0,0,Other,,,,,,,0,0,0,0,On Things of Which I am Ashamed_Wobj.mat,260.3859161,1.208318971,3.957116809,1.4694861940000001,1.405494225,339,1.019150407,0.382797703,0.37560472,7.586123668,14.19357802,2.552790822,7.043357381,202.1631572,192.26683880000002,3.4939607219999997,0,0,Howard Zora
114,Howard,Zora,1993.0,0,Other,,,,,,,0,0,0,0,Sista girlfriend_Wobj.mat,248.6667306,1.395988791,4.152316077,1.5238672359999998,1.5511318180000002,354,1.1332170240000001,0.33687597,0.297274011,8.210572569,15.10542607,2.498869912,6.439581626,209.67514730000002,211.91462719999998,3.6280123160000004,0,0,Howard Zora
115,Davis,Kai,1994.0,0,Northeast,Philadelphia,Pennsylvania,USA,"Dawson grew up in Colombia, Maryland ",Temple University,,0,1,0,0,Ain_t I a Woman_Wobj.mat,265.1863106,0.666658674,2.946375966,1.199091156,1.297290573,164,1.1607743209999999,0.301624376,0.259847561,8.476863974,13.09451853,3.924474062,5.9200395310000005,307.0291067,358.4598655,3.128133467,1,0,Davis Kai
116,Davis,Kai,1994.0,0,Northeast,Philadelphia,Pennsylvania,USA,"Dawson grew up in Colombia, Maryland ",Temple University,,0,1,0,0,Fck I Look Like_Wobj.mat,268.3030471,1.2083863559999999,3.720855585,1.1309249190000001,1.2072011870000001,163,0.89634314,0.194445972,0.216932515,6.664870791,13.758077599999998,3.707334378,3.931968935,282.3306413,349.7628962,3.287461038,1,0,Davis Kai
117,Gorman,Amanda,1998.0,0,Other,,,,,,,0,0,0,0,In this place An American Lyric_Wobj.mat,218.365984,0.87499305,3.444894698,1.33130012,1.296282045,251,0.79716704,0.246740667,0.309521912,6.101144842999999,12.92349233,2.177172019,5.547088959,217.97543330000002,210.1872491,3.103366665,0,0,Gorman Amanda
118,Gorman,Amanda,1998.0,0,Other,,,,,,,0,0,0,0,Neighborhood Anthem_Wobj.mat,263.49576890000003,1.250646815,4.065179541,0.989281028,1.30841846,235,0.746837857,0.185660713,0.248595745,5.902112214,13.10997911,3.4956716119999998,3.510975489,-236.34098319999998,285.76176749999996,3.201543014,0,0,Gorman Amanda
119,Kelly,Donika,1984.0,1,South,Los Angeles ,California,USA,moved to Arkansas at age 13. ,Arkansas University ,Michener Center for Writers (MFA); Vanderbilt University (PhD),0,1,0,0,I Never Figured Out by Donika Kelly_Wobj.mat,164.2411344,1.2917052409999998,2.461721895,0.8026640420000001,0.9570818999999999,58,0.84406607,0.333915448,0.39560344799999997,6.3011525189999995,15.294054000000001,3.2005854069999997,4.197631975,-196.5865072,219.10539959999997,2.583288934,1,1,Kelly Donika
120,Kelly,Donika,1984.0,1,South,Los Angeles ,California,USA,moved to Arkansas at age 13. ,Arkansas University ,Michener Center for Writers (MFA); Vanderbilt University (PhD),0,1,0,0,Love Poem Griffin_Wobj.mat,203.96430569999998,0.583289679,2.640043484,0.44006939,0.480022413,50,0.99522293,0.37231289799999995,0.3741,7.276465695,12.24974347,5.027376299,4.123576622,265.49915719999996,357.3397207,2.491519563,1,1,Kelly Donika
121,Mahmoud,Emi,1992.0,0,Other,,Darfur,Sudan,moved to Yemen as toddler and to US in 1998,Yale University ,,0,1,1,0,How to Translate a Joke_Wobj.mat,269.74164069999995,0.958346453,3.558607326,1.820545101,2.034533104,254,1.127560873,0.297138925,0.263523622,8.57824365,16.01074018,2.436221197,4.92809565,195.2467701,201.74019330000002,3.745410048,1,0,Mahmoud Emi
122,Mahmoud,Emi,1992.0,0,Other,,Darfur,Sudan,moved to Yemen as toddler and to US in 1998,Yale University ,,0,1,1,0,Mama_Wobj.mat,320.4561935,0.9166366029999999,3.4179460089999996,1.620660199,1.7571699440000002,288,1.3988391580000001,0.33414284699999997,0.238871528,10.01422767,14.91187622,3.350485095,4.547254825,208.5218704,203.7691439,3.6297031439999996,1,0,Mahmoud Emi
123,Johnston,Amanda,,1,West,East St. Louis,Illinois ,USA,"Johnston was raised in Austin, TX and began writing poetry while living in Kentucky. ",,University of Southern Maine (MFA),0,1,0,0,We Named You Mercy by Amanda Johnston_Wobj.mat,149.1554824,0.603983473,2.84981703,0.821522773,0.837423997,144,1.1800376959999999,0.383881013,0.3253125,8.658893212999999,13.59840535,2.926108741,3.3780374039999996,162.95408840000002,122.94390390000001,2.607377395,0,1,Johnston Amanda
124,Queen,Khadijah,,1,Other,,,,,University of Maryland (English 2004),,0,0,0,0,La Katrina_Wobj.mat,200.62400569999997,0.562602657,2.7604398530000003,0.515828634,0.591945975,100,1.05999576,0.44101123600000003,0.41605,7.979200894,12.53248514,3.6132230460000003,4.579573772,282.0672103,384.7467382,2.373854205,1,0,Queen Khadijah
125,Queen,Khadijah,,1,Other,,,,,University of Maryland (English 2004),,0,0,0,0,Non Sequitur_Wobj.mat,213.49975980000002,0.7916482840000001,3.3505166089999996,0.644400406,0.730443101,130,1.0343318609999999,0.44197796100000003,0.427307692,7.559414801,12.59685701,3.372661988,5.568377904,280.2805505,369.7540576,2.631385164,1,0,Queen Khadijah
126,Rollins,Alison C.,,1,Midwest,St. Louis,Missouri,USA,,Howard University ,University of Illinois Urbana-Champaign (MLIS),0,1,0,1,Free Radical_Wobj.mat,165.2384511,1.666676349,3.1882818289999997,0.820535885,0.84204892,119,0.979827089,0.42424866200000005,0.432983193,7.436699389,13.35767442,3.178589255,3.2401966489999996,136.92526819999998,119.81194140000001,2.7407164510000004,1,1,Rollins Alison C.
127,Rollins,Alison C,,1,Midwest,St. Louis,Missouri,USA,,Howard University ,University of Illinois Urbana-Champaign (MLIS),0,1,0,1,original sin_Wobj.mat,166.6730062,0.708900815,3.05407565,0.793003327,0.971868258,200,0.9221264240000001,0.45686753700000005,0.49545,6.960333337000001,13.58800591,3.19607143,3.22440843,116.62595470000001,108.7512768,2.6868396480000003,1,1,Rollins Alison C
128,Barnes,Aziza,,1,West,Los Angeles ,California,USA,,New York University ,,0,1,0,0,My Dad Asks _How Come Black Folk Can_t Just Write About Flowers__Wobj.mat,188.7801905,0.916611405,3.542280437,1.206183556,1.337222757,106,0.71033674,0.264600436,0.3725,5.578328743999999,13.89554361,1.693421226,5.988014037,197.5034524,177.1883783,2.974874738,1,0,Barnes Aziza
129,Bingham-Risher,Remica L.,,1,West,Phoenix,Arizona,USA,,Old Dominion University,Bennington College (MFA),0,1,0,0,House of the Ten Plagues_Wobj.mat,142.5843171,1.895981149,3.345863632,0.8489077740000001,1.009734889,80,0.7393032070000001,0.256584419,0.3470625,5.98874998,12.869506300000001,2.661666658,10.73725631,212.96241400000002,279.6671487,2.709995379,1,1,Bingham-Risher Remica L.
